year,asylum_country_code,origin_country_name,asylum_country_name,population_type,location,urban_rural,accommodation_type,female_adolescent,female_adult,female_elderly,female_age_unknown,female_total,male_adolescent,male_adult,male_elderly,male_age_unknown,male_total,total,female_children,male_children,total_children,total_adults
2014,FRA,Sri Lanka,France,REF,Dispersed in the country / territory,U,U,0,0,0,7920,7920,0,0,0,16046,16046,23966,0,0,0,0
2014,GBR,Sri Lanka,United Kingdom of Great Britain and Northern Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,2908,0,0,0,0
2014,GBR,Sri Lanka,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,4696,0,0,0,0
2014,DEU,Sri Lanka,Germany,ASY,Dispersed in the country / territory,V,U,34,252,30,0,377,25,831,8,0,931,1308,61,67,128,1083
2014,DEU,Sri Lanka,Germany,REF,Dispersed in the country / territory,V,U,76,641,203,0,1054,96,2581,159,0,2992,4046,134,156,290,3222
2014,GHA,Sri Lanka,Ghana,ASY,Accra : District,U,I,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0
2014,GRC,Sri Lanka,Greece,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
2014,GRC,Sri Lanka,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
2014,GIN,Sri Lanka,Guinea,ASY,Conakry : Special zone,U,I,0,0,0,0,0,0,8,0,0,8,8,0,0,0,8
2014,GIN,Sri Lanka,Guinea,REF,Conakry : Special zone,U,I,0,5,0,0,5,0,8,0,0,8,13,0,0,0,13
2014,HKG,Sri Lanka,"China, Hong Kong Special Administrative Region",ASY,Dispersed in the country / territory,U,I,0,19,0,0,24,5,25,0,0,30,54,5,0,5,44
2014,HKG,Sri Lanka,"China, Hong Kong Special Administrative Region",REF,Dispersed in the country / territory,U,I,0,5,0,0,10,0,11,0,0,16,26,5,5,10,16
2014,HUN,Sri Lanka,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2014,HUN,Sri Lanka,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
2014,ISL,Sri Lanka,Iceland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2014,IND,Sri Lanka,India,REF,Tamil Nadu : State,R,P,0,0,0,32459,32459,0,0,0,32598,32598,65057,0,0,0,0
2014,IDN,Sri Lanka,Indonesia,ASY,Bali,U,I,0,5,0,0,5,0,5,0,0,5,10,0,0,0,10
2014,IDN,Sri Lanka,Indonesia,ASY,Banten,U,I,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5
2014,IDN,Sri Lanka,Indonesia,ASY,Jakarta,U,I,0,11,0,0,11,0,16,0,0,16,27,0,0,0,27
2014,IDN,Sri Lanka,Indonesia,ASY,Jawa Barat : Provinsi - Province,U,I,0,15,0,0,15,0,45,0,0,51,66,0,6,6,60
2014,IDN,Sri Lanka,Indonesia,ASY,Sulawesi Selatan,U,I,0,7,0,0,14,0,7,0,0,7,21,7,0,7,14
2014,IDN,Sri Lanka,Indonesia,ASY,Sumatera Utara,U,I,0,37,0,0,50,5,58,0,0,78,128,13,15,28,95
2014,IDN,Sri Lanka,Indonesia,REF,Banten,U,I,0,0,0,0,0,0,9,0,0,9,9,0,0,0,9
2014,IDN,Sri Lanka,Indonesia,REF,Jakarta,U,I,0,10,0,0,18,6,17,0,0,29,47,8,6,14,27
2014,IDN,Sri Lanka,Indonesia,REF,Jawa Barat : Provinsi - Province,U,I,0,7,0,0,7,5,8,0,0,13,20,0,0,0,15
2014,IDN,Sri Lanka,Indonesia,REF,Jawa Timur,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2014,IDN,Sri Lanka,Indonesia,REF,Sulawesi Selatan,U,I,0,5,0,0,5,8,0,0,0,8,13,0,0,0,5
2014,IDN,Sri Lanka,Indonesia,REF,Sumatera Utara,U,I,7,30,0,0,58,5,100,0,0,120,178,21,15,36,130
2014,IRL,Sri Lanka,Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
2014,IRL,Sri Lanka,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
2014,ITA,Sri Lanka,Italy,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
2014,ITA,Sri Lanka,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0
2014,JOR,Sri Lanka,Jordan,REF,Amman : Governorate,U,I,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5
2014,JPN,Sri Lanka,Japan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0
2014,JPN,Sri Lanka,Japan,REF,Dispersed in the country / territory,U,I,0,0,0,13,13,0,0,0,30,30,43,0,0,0,0
2014,KEN,Sri Lanka,Kenya,REF,Nairobi : Province,U,I,0,5,0,0,5,0,9,0,0,9,14,0,0,0,14
2014,KOR,Sri Lanka,Republic of Korea,ASY,Daegu : Gwangyeoksi - Metropolitan city,U,I,0,6,0,0,6,0,0,0,0,0,6,0,0,0,6
2014,KOR,Sri Lanka,Republic of Korea,ASY,Pusan,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2014,KOR,Sri Lanka,Republic of Korea,ASY,Seoul : Teukbyeolsi - Capital metropolitan city,U,I,0,0,0,0,0,0,15,0,0,15,15,0,0,0,15
2014,KOR,Sri Lanka,Republic of Korea,REF,Seoul : Teukbyeolsi - Capital metropolitan city,U,I,0,0,0,0,8,0,0,0,0,0,8,8,0,8,0
2014,KWT,Sri Lanka,Kuwait,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2014,LBN,Sri Lanka,Lebanon,OOC,Beirut : Mohafazah - Governorate,U,I,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5
2014,LBN,Sri Lanka,Lebanon,OOC,Mount Lebanon : Mohafazah - Governorate,U,I,0,10,0,0,10,0,0,0,0,0,10,0,0,0,10
2014,LKA,Sri Lanka,Sri Lanka,IDP,Ampara : District,V,U,0,0,0,0,0,0,0,0,0,0,2127,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,IDP,Batticaloa : District,R,U,0,0,0,0,0,0,0,0,0,0,1535,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,19853,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,IDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,3207,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,2329,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,RDP,Ampara : District,V,U,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,RDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,RDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,RDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
2014,LKA,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,I,0,0,0,0,0,0,6,0,0,6,6,0,0,0,6
2014,LKA,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,U,8,37,8,0,58,5,30,8,0,43,101,5,0,5,67
2014,LKA,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,U,7,24,0,0,36,0,15,0,0,22,58,5,7,12,39
2014,LKA,Sri Lanka,Sri Lanka,RET,Mannar : District,V,U,0,30,5,0,49,5,44,0,0,68,117,14,19,33,74
2014,LKA,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,U,0,5,0,0,10,0,7,0,0,15,25,5,8,13,12
2014,LKA,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,U,5,25,5,0,48,5,31,0,0,45,93,13,9,22,56
2014,LKA,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,U,7,35,8,0,56,8,32,0,0,45,101,6,5,11,67
2014,LTU,Sri Lanka,Lithuania,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2014,LVA,Sri Lanka,Latvia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2014,MEX,Sri Lanka,Mexico,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
2014,MEX,Sri Lanka,Mexico,REF,Dispersed in the country / territory,U,I,0,5,0,0,5,0,14,0,0,14,19,0,0,0,19
2014,MYS,Sri Lanka,Malaysia,ASY,Kuala Lumpur : Wilayah Persekutuan - Federal territory,U,I,18,332,10,0,430,19,1797,7,0,1896,2326,70,73,143,2129
2014,MYS,Sri Lanka,Malaysia,REF,Kuala Lumpur : Wilayah Persekutuan - Federal territory,U,I,39,301,26,0,472,20,979,16,0,1115,1587,106,100,206,1280
2014,MLT,Sri Lanka,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2014,NPL,Sri Lanka,Nepal,ASY,Kathmandu : District,U,I,0,5,0,0,5,5,0,0,0,5,10,0,0,0,5
2014,NPL,Sri Lanka,Nepal,REF,Kathmandu : District,U,I,0,5,0,0,5,0,11,0,0,11,16,0,0,0,16
2014,NLD,Sri Lanka,Netherlands (Kingdom of the),ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
2014,NLD,Sri Lanka,Netherlands (Kingdom of the),REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0
2014,NOR,Sri Lanka,Norway,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
2014,NOR,Sri Lanka,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0
2014,NRU,Sri Lanka,Nauru,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0
2014,NZL,Sri Lanka,New Zealand,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
2014,NZL,Sri Lanka,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0
2014,PER,Sri Lanka,Peru,ASY,Dispersed in the country / territory,U,I,0,0,0,0,0,0,7,0,0,7,7,0,0,0,7
2014,PHL,Sri Lanka,Philippines,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,8,0,0,8,8,0,0,0,8
2014,PHL,Sri Lanka,Philippines,REF,National Capital Region,V,I,0,0,0,0,0,0,9,0,0,9,9,0,0,0,9
2014,PNG,Sri Lanka,Papua New Guinea,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
2014,POL,Sri Lanka,Poland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
2014,POL,Sri Lanka,Poland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
2014,PRT,Sri Lanka,Portugal,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2014,PRT,Sri Lanka,Portugal,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
2014,ZAF,Sri Lanka,South Africa,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
2014,ZAF,Sri Lanka,South Africa,REF,Dispersed in the country / territory,U,I,0,0,0,6,6,0,0,0,9,9,15,0,0,0,0
2014,SEN,Sri Lanka,Senegal,ASY,Dakar : Point,U,I,0,21,0,0,21,5,55,0,0,60,81,0,0,0,76
2014,ESP,Sri Lanka,Spain,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
2014,ESP,Sri Lanka,Spain,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0
2014,SWE,Sri Lanka,Sweden,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
2014,SWE,Sri Lanka,Sweden,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
2014,CHE,Sri Lanka,Switzerland,ASY,Dispersed in the country / territory,U,U,28,240,19,0,338,43,752,9,0,869,1207,51,65,116,992
2014,CHE,Sri Lanka,Switzerland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0
2014,CHE,Sri Lanka,Switzerland,REF,Dispersed in the country / territory,U,U,42,399,144,688,1386,78,752,51,1359,2345,3731,113,105,218,1151
2014,SYR,Sri Lanka,Syrian Arab Republic,ASY,Damascus : Mohafazah - Governorate,U,I,10,0,0,0,10,0,0,0,0,0,10,0,0,0,0
2014,THA,Sri Lanka,Thailand,ASY,Bangkok : Metropolitan administration,U,I,5,47,5,0,68,8,98,0,0,135,203,11,29,40,145
2014,THA,Sri Lanka,Thailand,REF,Bangkok : Metropolitan administration,U,I,5,35,0,0,56,12,66,0,0,103,159,16,25,41,101
2014,TTO,Sri Lanka,Trinidad and Tobago,REF,Port of Spain : Municipality,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2014,TUR,Sri Lanka,Türkiye,ASY,Canakkale,U,I,0,0,0,0,0,0,8,0,0,8,8,0,0,0,8
2014,TUR,Sri Lanka,Türkiye,ASY,Istanbul,U,I,0,0,0,0,8,0,0,0,0,0,8,8,0,8,0
2014,TUR,Sri Lanka,Türkiye,REF,Gaziantep,U,I,0,5,0,0,5,0,10,0,0,10,15,0,0,0,15
2014,UKR,Sri Lanka,Ukraine,ASY,Dispersed in the country / territory,U,I,0,0,0,5,5,0,0,0,59,59,64,0,0,0,0
2014,UKR,Sri Lanka,Ukraine,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
2014,USA,Sri Lanka,United States of America,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0
2014,USA,Sri Lanka,United States of America,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,0
2015,EGY,Sri Lanka,Egypt,ASY,Helwan : Muhafazah - Governorate,U,I,0,6,0,0,6,0,0,0,0,0,6,0,0,0,6
2015,EGY,Sri Lanka,Egypt,REF,Helwan : Muhafazah - Governorate,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2015,ARG,Sri Lanka,Argentina,REF,Dispersed in the country / territory,U,I,0,6,0,0,6,0,31,0,0,31,37,0,0,0,37
2015,AUS,Sri Lanka,Australia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,2173,0,0,0,0
2015,AUS,Sri Lanka,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,3556,0,0,0,0
2015,AUT,Sri Lanka,Austria,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
2015,AUT,Sri Lanka,Austria,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
2015,BEL,Sri Lanka,Belgium,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0
2015,BEL,Sri Lanka,Belgium,REF,Dispersed in the country / territory,V,U,0,0,0,143,143,0,0,0,244,244,387,0,0,0,0
2015,BEN,Sri Lanka,Benin,REF,Dispersed in the country / territory,U,I,0,0,0,0,5,0,0,0,0,0,5,5,0,5,0
2015,BLR,Sri Lanka,Belarus,ASY,Vitebsk : Oblast - Region,U,R,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2015,BRA,Sri Lanka,Brazil,ASY,Dispersed in the country / territory,U,I,0,0,0,0,0,0,8,0,0,8,8,0,0,0,8
2015,BRA,Sri Lanka,Brazil,REF,Dispersed in the country / territory,U,I,0,5,0,0,5,0,13,0,0,13,18,0,0,0,18
2015,BGR,Sri Lanka,Bulgaria,ASY,Dispersed in the country / territory,U,R,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0
2015,KHM,Sri Lanka,Cambodia,REF,Phnom Penh : Autonomous municipality,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2015,CAN,Sri Lanka,Canada,ASY,Dispersed in the country / territory,U,U,0,22,5,0,33,0,112,0,0,118,151,6,6,12,134
2015,CAN,Sri Lanka,Canada,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
2015,CAN,Sri Lanka,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,8807,0,0,0,0
2015,CHL,Sri Lanka,Chile,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
2015,CYP,Sri Lanka,Cyprus,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
2015,CYP,Sri Lanka,Cyprus,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
2015,CZE,Sri Lanka,Czechia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
2015,DNK,Sri Lanka,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
2015,DNK,Sri Lanka,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
2015,ECU,Sri Lanka,Ecuador,REF,Dispersed in the country / territory,V,U,0,0,0,0,5,0,11,0,0,11,16,5,0,5,11
2015,EST,Sri Lanka,Estonia,ASY,Dispersed in the country / territory,V,I,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0
2015,EST,Sri Lanka,Estonia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
2015,FIN,Sri Lanka,Finland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
2015,FIN,Sri Lanka,Finland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
2015,FRA,Sri Lanka,France,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0
2015,FRA,Sri Lanka,France,REF,Dispersed in the country / territory,U,U,0,0,0,8004,8004,0,0,0,16216,16216,24220,0,0,0,0
2015,GBR,Sri Lanka,United Kingdom of Great Britain and Northern Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,2535,0,0,0,0
2015,GBR,Sri Lanka,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,5279,0,0,0,0
2015,DEU,Sri Lanka,Germany,ASY,Dispersed in the country / territory,V,U,25,246,30,0,364,25,805,9,0,907,1271,63,68,131,1051
2015,DEU,Sri Lanka,Germany,REF,Dispersed in the country / territory,V,U,64,626,210,0,1005,83,2537,174,0,2915,3920,105,121,226,3163
2015,GHA,Sri Lanka,Ghana,ASY,Accra : District,U,I,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0
2015,GRC,Sri Lanka,Greece,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
2015,GRC,Sri Lanka,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
2015,GIN,Sri Lanka,Guinea,REF,Conakry : Special zone,U,I,0,0,0,0,0,0,8,0,0,13,13,0,5,5,8
2015,HKG,Sri Lanka,"China, Hong Kong Special Administrative Region",ASY,Dispersed in the country / territory,U,I,0,17,0,0,22,0,30,0,0,30,52,5,0,5,47
2015,HKG,Sri Lanka,"China, Hong Kong Special Administrative Region",REF,Dispersed in the country / territory,U,I,0,5,0,0,10,0,11,0,0,16,26,5,5,10,16
2015,HUN,Sri Lanka,Hungary,ASY,B+¬k+¬scsaba,U,R,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0
2015,HUN,Sri Lanka,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
2015,HUN,Sri Lanka,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
2015,ISL,Sri Lanka,Iceland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2015,IND,Sri Lanka,India,REF,Tamil Nadu : State,R,P,0,0,0,32209,32209,0,0,0,31999,31999,64208,0,0,0,0
2015,IDN,Sri Lanka,Indonesia,ASY,Bali,U,I,0,5,0,0,5,0,5,0,0,5,10,0,0,0,10
2015,IDN,Sri Lanka,Indonesia,ASY,Banten,U,I,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5
2015,IDN,Sri Lanka,Indonesia,ASY,Indonesia: other locations (dispersed in territory),U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2015,IDN,Sri Lanka,Indonesia,ASY,Jakarta,U,I,0,5,0,0,5,0,16,0,0,16,21,0,0,0,21
2015,IDN,Sri Lanka,Indonesia,ASY,Jawa Barat : Provinsi - Province,U,I,0,5,0,0,5,0,14,0,0,14,19,0,0,0,19
2015,IDN,Sri Lanka,Indonesia,ASY,Jawa Tengah,U,I,0,6,0,0,6,0,0,0,0,0,6,0,0,0,6
2015,IDN,Sri Lanka,Indonesia,ASY,Nusa Tenggara Timur,U,I,0,5,0,0,5,0,30,0,0,30,35,0,0,0,35
2015,IDN,Sri Lanka,Indonesia,ASY,Riau,U,I,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0
2015,IDN,Sri Lanka,Indonesia,ASY,Sulawesi Selatan,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2015,IDN,Sri Lanka,Indonesia,ASY,Sumatera Utara,U,I,5,53,5,0,90,8,64,0,0,92,182,27,20,47,117
2015,IDN,Sri Lanka,Indonesia,REF,Bali,U,I,0,0,0,0,5,0,0,0,0,0,5,5,0,5,0
2015,IDN,Sri Lanka,Indonesia,REF,Banten,U,I,0,5,0,0,5,0,13,0,0,13,18,0,0,0,18
2015,IDN,Sri Lanka,Indonesia,REF,Jakarta,U,I,0,11,0,0,16,0,20,0,0,27,43,5,7,12,31
2015,IDN,Sri Lanka,Indonesia,REF,Jawa Barat : Provinsi - Province,U,I,0,5,0,0,5,0,7,0,0,7,12,0,0,0,12
2015,IDN,Sri Lanka,Indonesia,REF,Jawa Timur,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2015,IDN,Sri Lanka,Indonesia,REF,Sulawesi Selatan,U,I,5,7,0,0,12,8,5,0,0,13,25,0,0,0,12
2015,IDN,Sri Lanka,Indonesia,REF,Sumatera Utara,U,I,8,45,0,0,75,5,110,0,0,136,211,22,21,43,155
2015,IRL,Sri Lanka,Ireland,ASY,Dispersed in the country / territory,U,I,0,0,0,0,0,0,12,0,0,12,12,0,0,0,12
2015,IRL,Sri Lanka,Ireland,REF,Dispersed in the country / territory,U,I,0,8,0,0,8,0,12,0,0,12,20,0,0,0,20
2015,ITA,Sri Lanka,Italy,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0
2015,ITA,Sri Lanka,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0
2015,JOR,Sri Lanka,Jordan,REF,Amman : Governorate,U,I,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5
2015,JPN,Sri Lanka,Japan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,1196,0,0,0,0
2015,JPN,Sri Lanka,Japan,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
2015,KEN,Sri Lanka,Kenya,REF,Nairobi : Province,U,I,0,5,0,0,5,0,9,0,0,9,14,0,0,0,14
2015,KOR,Sri Lanka,Republic of Korea,ASY,Busan: Gwangyeoksi - Metropolitan City,U,I,0,5,0,0,5,0,17,0,0,17,22,0,0,0,22
2015,KOR,Sri Lanka,Republic of Korea,ASY,Daegu : Gwangyeoksi - Metropolitan city,U,I,0,0,0,0,0,0,7,0,0,7,7,0,0,0,7
2015,KOR,Sri Lanka,Republic of Korea,ASY,Gwangju,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2015,KOR,Sri Lanka,Republic of Korea,ASY,Seoul : Teukbyeolsi - Capital metropolitan city,U,I,5,0,0,0,5,0,19,0,0,19,24,0,0,0,19
2015,KOR,Sri Lanka,Republic of Korea,ASY,Ulsan,U,I,0,0,0,0,0,0,5,0,0,5,5,0,0,0,5
2015,KOR,Sri Lanka,Republic of Korea,REF,Seoul : Teukbyeolsi - Capital metropolitan city,U,I,0,0,0,0,8,0,0,0,0,0,8,8,0,8,0
2015,KWT,Sri Lanka,Kuwait,ASY,kUWAIT,U,I,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5
2015,LBN,Sri Lanka,Lebanon,OOC,Beirut : Mohafazah - Governorate,U,I,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5
2015,LBN,Sri Lanka,Lebanon,OOC,Mount Lebanon : Mohafazah - Governorate,U,I,0,12,0,0,12,0,0,0,0,0,12,0,0,0,12
2015,LKA,Sri Lanka,Sri Lanka,IDP,Batticaloa : District,R,U,0,0,0,0,0,0,0,0,0,0,867,0,0,0,0
2015,LKA,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,36499,0,0,0,0
2015,LKA,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,2457,0,0,0,0
2015,LKA,Sri Lanka,Sri Lanka,IDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0
2015,LKA,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0
2015,LKA,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,3155,0,0,0,0
2015,LKA,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,0
2015,LKA,Sri Lanka,Sri Lanka,RDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,1857,0,0,0,0
2015,LKA,Sri Lanka,Sri Lanka,RDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,2423,0,0,0,0
